SnomedCTConceptId,Term,Disease,Manual/New Disease Name,Otherinstructions,origin,Comments,,,,,,
188587006,Hodgkin's lymp.dep.-intra-abd.,Cancer,,,['efi'],,,,,,,
188589009,hodgkin's lymphocytic depletion lymph nodes axilla and arm,Cancer,,,['efi'],,,,,,,
188590000,Hodgkin's lymp.dep.-inguin/leg,Cancer,,,['efi'],,,,,,,
188591001,Hodgkin's lymp.dep.-intrapelv.,Cancer,,,['efi'],,,,,,,
188593003,Hodgkin's lymp.dep.-mult.sites,Cancer,,,['efi'],,,,,,,
18861007,"[m]granulosa cell tumour, malignant",Cancer,,,['efi'],,,,,,,
188612002,Nodular lymphoma-axilla/arm,Cancer,,,['efi'],,,,,,,
188613007,Nodular lymphoma-inguinal/leg,Cancer,,,['efi'],,,,,,,
188630009,Sezary's disease-head/neck,Cancer,,,['efi'],,,,,,,
188631008,Sezary's disease-intrathoracic,Cancer,,,['efi'],,,,,,,
188632001,Sezary's disease-intra-abdomen,Cancer,,,['efi'],,,,,,,
188633006,Sezary's disease-axilla/arm,Cancer,,,['efi'],,,,,,,
188634000,Sezary's disease-inguinal/leg,Cancer,,,['efi'],,,,,,,
188635004,Sezary's disease - intrapelvic,Cancer,,,['efi'],,,,,,,
188637007,Sezary's disease-multiple site,Cancer,,,['efi'],,,,,,,
188645002,Leukaem.reticuloend.-head/neck,Cancer,,,['efi'],,,,,,,
188648000,Leukaem.reticuloend.-axill/arm,Cancer,,,['efi'],,,,,,,
188649008,Leukaem.reticuloend.-ingu./leg,Cancer,,,['efi'],,,,,,,
188662007,Mast cell malignancy-head/neck,Cancer,,,['efi'],,,,,,,
188663002,Mast cell malignancy-intrathor,Cancer,,,['efi'],,,,,,,
188664008,Mast cell malignancy-intra-abd,Cancer,,,['efi'],,,,,,,
188665009,Mast cell malignancy-axill/arm,Cancer,,,['efi'],,,,,,,
188667001,Mast cell malignancy-intrapelv,Cancer,,,['efi'],,,,,,,
188668006,Mast cell malignancy of spleen,Cancer,,,['efi'],,,,,,,
188672005,follicular non-hodg mixed sml cleavd & lge cell lymphoma,Cancer,,,['efi'],,,,,,,
188675007,Dif non-H sm clv cel (dif) lya,Cancer,,,['efi'],,,,,,,
188718006,Extramedullary plasmacytoma,Cancer,,,['efi'],,,,,,,
188725004,Lymphatic leukaemia,Cancer,,,['efi'],,,,,,,
188726003,Subacute lymphoid leukaemia,Cancer,,,['efi'],,,,,,,
188728002,Aleukaemic lymphoid leukaemia,Cancer,,,['efi'],,,,,,,
188729005,adult t-cell leukaemia,Cancer,,,['efi'],,,,,,,
188732008,Myelosis,Cancer,,,['efi'],,,,,,,
188733003,Chronic eosinophilic leukaemia,Cancer,,,['efi'],,,,,,,
188734009,Chronic neutrophilic leukaemia,Cancer,,,['efi'],,,,,,,
188736006,Subacute myeloid leukaemia,Cancer,,,['efi'],,,,,,,
188737002,Chloroma,Cancer,,,['efi'],,,,,,,
188738007,Granulocytic sarcoma,Cancer,,,['efi'],,,,,,,
188741003,Aleukaemic myeloid leukaemia,Cancer,,,['efi'],,,,,,,
188744006,Monoblastic leukaemia,Cancer,,,['efi'],,,,,,,
188745007,Chronic monocytic leukaemia,Cancer,,,['efi'],,,,,,,
188746008,Subacute monocytic leukaemia,Cancer,,,['efi'],,,,,,,
188748009,Aleukaemic monocytic leukaemia,Cancer,,,['efi'],,,,,,,
188754005,Thrombocytic leukaemia,Cancer,,,['efi'],,,,,,,
188768003,Myelomonocytic leukaemia,Cancer,,,['efi'],,,,,,,
188770007,Subacut myelomonocytic leukaem,Cancer,,,['efi'],,,,,,,
189164002,cerebral meningioma,Cancer,,,['efi'],,,,,,,
189167009,spinal meningioma,Cancer,,,['efi'],,,,,,,
189336000,carcinoma in situ of breast,Cancer,,,['efi'],,,,,,,
189598002,[m]adenocarcinoma in adenomatous polyp,Cancer,,,['efi'],,,,,,,
189607006,"[m]carcinoid tumour, malignant",Cancer,,,['efi'],,,,,,,
189643000,[m]papillary and follicular adenocarcinoma,Cancer,,,['efi'],,,,,,,
189826001,"[m]cystosarcoma phyllodes, malignant",Cancer,,,['efi'],,,,,,,
189857001,[m]choriocarcinoma combined with teratoma,Cancer,,,['efi'],,,,,,,
189962004,"[m]malignant lymphoma, stem cell type",Cancer,,,['efi'],,,,,,,
189982000,[m]reticulosarcoma nos,Cancer,,,['efi'],,,,,,,
190055003,[m]eosinophilic leukaemias,Cancer,,,['efi'],,,,,,,
190817009,Macroglobulinaemia,Cancer,,,['efi'],,,,,,,
190955000,"histiocytosis x , chronic",Cancer,,,['efi'],,,,,,,
1929004,"[m]malignant lymphoma, non hodgkin's type",Cancer,,,['efi'],,,,,,,
19340000,"[m]malignant lymphoma, lymphoplasmacytoid type",Cancer,,,['efi'],,,,,,,
19467007,"[m]teratoma, malignant, nos",Cancer,,,['efi'],,,,,,,
19897006,[m]neurofibrosarcoma,Cancer,,,['efi'],,,,,,,
20380000,[m]ameloblastic odontosarcoma,Cancer,,,['efi'],,,,,,,
20667008,[m]myosarcoma,Cancer,,,['efi'],,,,,,,
20776008,[m]adenolymphoma,Cancer,,,['efi'],,,,,,,
2092003,[m]malignant melanoma nos,Cancer,,,['efi'],,,,,,,
21008007,[m]cystadenocarcinoma nos,Cancer,,,['efi'],,,,,,,
21165006,clark melanoma level 3,Cancer,,,['efi'],,,,,,,
21326004,[m]small cell-large cell carcinoma,Cancer,,,['efi'],,,,,,,
2142002,[m]nodular melanoma,Cancer,,,['efi'],,,,,,,
21708004,[m]osteosarcoma nos,Cancer,,,['efi'],,,,,,,
21912003,"[m]malignant teratoma, intermediate type",Cancer,,,['efi'],,,,,,,
21964009,[m]malignant lymphoma nos,Cancer,,,['efi'],,,,,,,
22197008,[m]burkitt's cell leukaemia,Cancer,,,['efi'],,,,,,,
2227007,[m]adrenal cortical carcinoma,Cancer,,,['efi'],,,,,,,
22687000,[m]large cell carcinoma nos,Cancer,,,['efi'],,,,,,,
22694002,[m]adenocarcinoma with apocrine metaplasia,Cancer,,,['efi'],,,,,,,
23109009,[m]pseudosarcomatous carcinoma,Cancer,,,['efi'],,,,,,,
231834005,malignant melanoma of eyelid including canthus,Cancer,,,['efi'],,,,,,,
231835006,Kaposi's sarcoma of eyelid,Cancer,,,['efi'],,,,,,,
232075002,Lymphoma of retina,Cancer,,,['efi'],,,,,,,
233940007,Pulmonary tumour embolism,Cancer,,,['efi'],,,,,,,
235965006,Malig cyst tum exocr pancreas,Cancer,,,['efi'],,,,,,,
235966007,Cystadenocarcinoma of pancreas,Cancer,,,['efi'],,,,,,,
236005001,Malignant ascites,Cancer,,,['efi'],,,,,,,
236441006,Acq renal cyst + neopl change,Cancer,,,['efi'],,,,,,,
236512004,Leukaemic infiltrate of kidney,Cancer,,,['efi'],,,,,,,
236513009,Lymphomatous infiltrate kidney,Cancer,,,['efi'],,,,,,,
236740006,Tumour of seminal vesicle,Cancer,,,['efi'],,,,,,,
237252008,Placental site trophob tumour,Cancer,,,['efi'],,,,,,,
239297008,LG - Lymphomat granuloma lung,Cancer,,,['efi'],,,,,,,
24007003,[m]clear cell sarcoma of kidney,Cancer,,,['efi'],,,,,,,
24072005,[m]blastic leukaemia,Cancer,,,['efi'],,,,,,,
2424003,[m]sarcoma nos,Cancer,,,['efi'],,,,,,,
24505004,"[m]carcinoma, diffuse type",Cancer,,,['efi'],,,,,,,
25190001,"[m]adenocarcinoma, intestinal type",Cancer,,,['efi'],,,,,,,
252986008,"[m]neoplasm, metastatic",Cancer,,,['efi'],,,,,,,
253000007,Neuroendocrine carcinoma,Cancer,,,['efi'],,,,,,,
253003009,"[m]carcinoid tumour, malignant",Cancer,,,['efi'],,,,,,,
253006001,Somatostatinoma,Cancer,,,['efi'],,,,,,,
253017000,Klatskin's tumour,Cancer,,,['efi'],,,,,,,
253018005,Fibrolamellar hepatocell ca,Cancer,,,['efi'],,,,,,,
25370001,[m]hepatocellular carcinoma nos,Cancer,,,['efi'],,,,,,,
254042000,Ayala's disease,Cancer,,,['efi'],,,,,,,
254389005,Ca lipstick area upper lip,Cancer,,,['efi'],,,,,,,
254390001,Ca lipstick area lower lip,Cancer,,,['efi'],,,,,,,
254393004,Carcinoma of fraenum of lip,Cancer,,,['efi'],,,,,,,
254398008,Carcinoma fraenum upper lip,Cancer,,,['efi'],,,,,,,
254402004,Carcinoma fraenum lower lip,Cancer,,,['efi'],,,,,,,
254404003,Carcinoma of commissure of lip,Cancer,,,['efi'],,,,,,,
254408000,Malig tum ant 2/3 tongue bord,Cancer,,,['efi'],,,,,,,
254412006,Malig tumour tip of tongue,Cancer,,,['efi'],,,,,,,
254417000,Carcinoma of fraenum linguae,Cancer,,,['efi'],,,,,,,
254423005,Carcinoma of lingual tonsil,Cancer,,,['efi'],,,,,,,
254424004,Carcinoma of upper gum,Cancer,,,['efi'],,,,,,,
254425003,Carcinoma of lower gum,Cancer,,,['efi'],,,,,,,
254427006,Ca anterior part mouth floor,Cancer,,,['efi'],,,,,,,
254431000,Ca lateral part mouth floor,Cancer,,,['efi'],,,,,,,
254434008,Carcinoma of hard palate,Cancer,,,['efi'],,,,,,,
254435009,Carcinoma of soft palate,Cancer,,,['efi'],,,,,,,
254436005,Carcinoma of uvula,Cancer,,,['efi'],,,,,,,
254437001,SCC-Squam cell carc buc mucosa,Cancer,,,['efi'],,,,,,,
254441002,Carcinoma upper buccal sulcus,Cancer,,,['efi'],,,,,,,
254445006,Carcinoma lower buccal sulcus,Cancer,,,['efi'],,,,,,,
254450000,Carcinoma upper labial sulcus,Cancer,,,['efi'],,,,,,,
254454009,Carcinoma lower labial sulcus,Cancer,,,['efi'],,,,,,,
254457002,Carcinoma of retromolar area,Cancer,,,['efi'],,,,,,,
254462001,Carcinoma of parotid gland,Cancer,,,['efi'],,,,,,,
254465004,Carcinoma submandibular gland,Cancer,,,['efi'],,,,,,,
254466003,Carcinoma of sublingual gland,Cancer,,,['efi'],,,,,,,
254474002,Malig tumour nasal skeleton,Cancer,,,['efi'],,,,,,,
254478004,Malig tumour inf turbinate,Cancer,,,['efi'],,,,,,,
254481009,Malig tumour middle turbinate,Cancer,,,['efi'],,,,,,,
254503007,Malig tum inf surf soft palate,Cancer,,,['efi'],,,,,,,
254509006,Malig tumour ant commissure,Cancer,,,['efi'],,,,,,,
254513004,Malig tumour post commissure,Cancer,,,['efi'],,,,,,,
254520006,Malig of infrahyoid epiglottis,Cancer,,,['efi'],,,,,,,
254526000,Malig laryngeal ventric cavity,Cancer,,,['efi'],,,,,,,
254530002,Malig tum parapharyngeal space,Cancer,,,['efi'],,,,,,,
254535007,Ca cervical part of oesophagus,Cancer,,,['efi'],,,,,,,
254539001,Ca thoracic part of oesophagus,Cancer,,,['efi'],,,,,,,
254543002,Ca abdominal part oesophagus,Cancer,,,['efi'],,,,,,,
254547001,Ca upper third of oesophagus,Cancer,,,['efi'],,,,,,,
254549003,Ca middle third of oesophagus,Cancer,,,['efi'],,,,,,,
254551004,Ca lower third of oesophagus,Cancer,,,['efi'],,,,,,,
254553001,Carcinoma of cardia,Cancer,,,['efi'],,,,,,,
254555008,Carcinoma of fundus of stomach,Cancer,,,['efi'],,,,,,,
254557000,Carcinoma of body of stomach,Cancer,,,['efi'],,,,,,,
254559002,Carcinoma of pyloric antrum,Cancer,,,['efi'],,,,,,,
254561006,Carcinoma of pylorus,Cancer,,,['efi'],,,,,,,
254563009,Ca of lesser curve of stomach,Cancer,,,['efi'],,,,,,,
254567005,Carcinoma great curve stomach,Cancer,,,['efi'],,,,,,,
254570009,Carcinoma of duodenum,Cancer,,,['efi'],,,,,,,
254582000,Rectal carcinoma,Cancer,,,['efi'],,,,,,,
254586002,Malignant tumour of anorectum,Cancer,,,['efi'],,,,,,,
254601002,[X]Other sarcomas of the liver,Cancer,,,['efi'],,,,,,,
254609000,Ampullary carcinoma,Cancer,,,['efi'],,,,,,,
254611009,Malig tum endocrine pancreas,Cancer,,,['efi'],,,,,,,
254619006,Cylindroma of trachea,Cancer,,,['efi'],,,,,,,
254620000,Squam cell carcinoma trachea,Cancer,,,['efi'],,,,,,,
254622008,Primary bronchial cancer,Cancer,,,['efi'],,,,,,,
254624009,Tumour of lung parenchyma,Cancer,,,['efi'],,,,,,,
254625005,Malignant tumour lung parench,Cancer,,,['efi'],,,,,,,
254626006,Adenocarcinoma of lung,Cancer,,,['efi'],,,,,,,
254627002,Carcinoid tumour of lung,Cancer,,,['efi'],,,,,,,
254628007,Carcinoma of lung parenchyma,Cancer,,,['efi'],,,,,,,
254629004,Large cell carcinoma of lung,Cancer,,,['efi'],,,,,,,
254631008,Giant cell carcinoma of lung,Cancer,,,['efi'],,,,,,,
254632001,SCLC - Small cell lung cancer,Cancer,,,['efi'],,,,,,,
254633006,Oat cell carcinoma of lung,Cancer,,,['efi'],,,,,,,
254634000,SCC-Squam cell carcinoma lung,Cancer,,,['efi'],,,,,,,
254635004,IVBALT - Intravas bron/alv tum,Cancer,,,['efi'],,,,,,,
254637007,NSCLC - Non-small cell lng can,Cancer,,,['efi'],,,,,,,
254638002,Superior sulcus tumour,Cancer,,,['efi'],,,,,,,
254645002,mesothelioma of pleura,Cancer,,,['efi'],,,,,,,
254730000,SSMM-Superfic spread MM skin,Cancer,,,['efi'],,,,,,,
254731001,NM - Nodular melanoma of skin,Cancer,,,['efi'],,,,,,,
254732008,ALM-Acral lentig melanoma skin,Cancer,,,['efi'],,,,,,,
254733003,MM in intradermal naevus,Cancer,,,['efi'],,,,,,,
254734009,MM in congenital naevus,Cancer,,,['efi'],,,,,,,
254824006,Malig tumour mesothelial tiss,Cancer,,,['efi'],,,,,,,
254828009,Malignant lipomatous tumour,Cancer,,,['efi'],,,,,,,
254829001,Liposarcoma,Cancer,,,['efi'],,,,,,,
254837009,[x]malignant neoplasm of breast,Cancer,,,['efi'],,,,,,,
254838004,Breast cancer,Cancer,,,['efi'],,,,,,,
254839007,Scirrhous carcinoma of breast,Cancer,,,['efi'],,,,,,,
254840009,Mastitis carcinomatosa,Cancer,,,['efi'],,,,,,,
254841008,Cancer en cuirasse,Cancer,,,['efi'],,,,,,,
254843006,Familial cancer of breast,Cancer,,,['efi'],,,,,,,
254844000,Malig cystosarc phyllodes brst,Cancer,,,['efi'],,,,,,,
254849005,Malig epithelial tumour ovary,Cancer,,,['efi'],,,,,,,
254850005,Serous pap cystadenoca ovary,Cancer,,,['efi'],,,,,,,
254851009,Mucinous cystadenoca of ovary,Cancer,,,['efi'],,,,,,,
254852002,Endometrioid carcinoma ovary,Cancer,,,['efi'],,,,,,,
254854001,Borderline epithelial tumour,Cancer,,,['efi'],,,,,,,
254855000,Mixed epith tumour of ovary,Cancer,,,['efi'],,,,,,,
254856004,Undiff carcinoma of ovary,Cancer,,,['efi'],,,,,,,
254860001,Malig sex cord tumour of ovary,Cancer,,,['efi'],,,,,,,
254861002,Malig gran cell tumour ovary,Cancer,,,['efi'],,,,,,,
254869000,Malig germ cell tumour ovary,Cancer,,,['efi'],,,,,,,
254870004,Choriocarcinoma of ovary,Cancer,,,['efi'],,,,,,,
254871000,Immature teratoma of ovary,Cancer,,,['efi'],,,,,,,
254872007,Embryonal carcinoma of ovary,Cancer,,,['efi'],,,,,,,
254874008,Dysgerminoma of ovary,Cancer,,,['efi'],,,,,,,
254876005,Yolk sac tumour of ovary,Cancer,,,['efi'],,,,,,,
254877001,Uterine sarcoma,Cancer,,,['efi'],,,,,,,
254878006,Uterus body Ca,Cancer,,,['efi'],,,,,,,
254886006,Squamous cell ca of cervix,Cancer,,,['efi'],,,,,,,
254887002,Carcinoma cervix uteri,Cancer,,,['efi'],,,,,,,
254888007,Adenosquamous ca of cervix,Cancer,,,['efi'],,,,,,,
254893005,Carcinoma of vagina,Cancer,,,['efi'],,,,,,,
254895003,CA-Squam cell carcinoma vulva,Cancer,,,['efi'],,,,,,,
254896002,Malignant melanoma of vulva,Cancer,,,['efi'],,,,,,,
254897006,Sarcoma of vulva,Cancer,,,['efi'],,,,,,,
254900004,Cancer of prostate,Cancer,,,['efi'],,,,,,,
254904008,Carcinoma of glans penis,Cancer,,,['efi'],,,,,,,
254908006,Cancer of penile skin,Cancer,,,['efi'],,,,,,,
254909003,Carcinoma of foreskin,Cancer,,,['efi'],,,,,,,
254912000,Regressed malign testic tumour,Cancer,,,['efi'],,,,,,,
254915003,Adenocarcinoma of kidney,Cancer,,,['efi'],,,,,,,
254916002,Cystadenocarcinoma of kidney,Cancer,,,['efi'],,,,,,,
254917006,Papillary cystadenoca kidney,Cancer,,,['efi'],,,,,,,
254918001,Sarcoma of kidney,Cancer,,,['efi'],,,,,,,
254934003,Malign tumour urethral stump,Cancer,,,['efi'],,,,,,,
254955001,Pituitary carcinoma,Cancer,,,['efi'],,,,,,,
254969001,Malig tumour olfactory tract,Cancer,,,['efi'],,,,,,,
254972008,Malig tum optic nerve & sheath,Cancer,,,['efi'],,,,,,,
254980001,malignant neoplasm of acoustic nerve,Cancer,,,['efi'],,,,,,,
254983004,Mal tumour spinal nerve+sheath,Cancer,,,['efi'],,,,,,,
254986007,"[X]Mal neo/periph nrv/trnk,uns",Cancer,,,['efi'],,,,,,,
254987003,Adenoid cystic ca lac gland,Cancer,,,['efi'],,,,,,,
254988008,Adenocarcinoma lacrimal gland,Cancer,,,['efi'],,,,,,,
254989000,Malig mixed tumour lac gland,Cancer,,,['efi'],,,,,,,
254990009,Mucoepiderm tumour lac gland,Cancer,,,['efi'],,,,,,,
254993006,Liposarcoma of orbit,Cancer,,,['efi'],,,,,,,
254994000,Rhabdomyosarcoma of orbit,Cancer,,,['efi'],,,,,,,
254995004,Malig haemangiopericyt orbit,Cancer,,,['efi'],,,,,,,
254996003,Malig fibrous histiocyt orbit,Cancer,,,['efi'],,,,,,,
255003007,Squamous cell ca conjunctiva,Cancer,,,['efi'],,,,,,,
255004001,Malignant melanoma conjunctiva,Cancer,,,['efi'],,,,,,,
255008003,Squamous cell carcinoma cornea,Cancer,,,['efi'],,,,,,,
255012009,Malignant melanoma of iris,Cancer,,,['efi'],,,,,,,
255015006,MM of ciliary body,Cancer,,,['efi'],,,,,,,
255016007,Adenoca pig epith ciliary body,Cancer,,,['efi'],,,,,,,
255017003,Adenoca non-pig epith cil body,Cancer,,,['efi'],,,,,,,
255021005,Malignant melanoma of choroid,Cancer,,,['efi'],,,,,,,
255028004,FTC - Follicular thyroid carc,Cancer,,,['efi'],,,,,,,
255029007,PTC - Papillary thyroid carc,Cancer,,,['efi'],,,,,,,
255030002,Mixed foll/papill thyroid carc,Cancer,,,['efi'],,,,,,,
255031003,Anaplastic thyroid carcinoma,Cancer,,,['efi'],,,,,,,
255032005,MTC - Medullary thyroid carc,Cancer,,,['efi'],,,,,,,
255035007,[m]adrenal cortical carcinoma,Cancer,,,['efi'],,,,,,,
255037004,Parathyroid carcinoma,Cancer,,,['efi'],,,,,,,
255044008,Malignant pinealoma,Cancer,,,['efi'],,,,,,,
255052006,UKP-Malign tumour-unknown prim,Cancer,,,['efi'],,,,,,,
255056009,malignant neoplasm of head nos,Cancer,,,['efi'],,,,,,,
255066001,carcinoma of genitourinary organ,Cancer,,,['efi'],,,,,,,
255067005,"malig neop of bone, connective tissue, skin and breast",Cancer,,,['efi'],,,,,,,
255068000,sarcoma of bone and connective tissue,Cancer,,,['efi'],,,,,,,
255071008,SCC-Squamous cell carcinom lip,Cancer,,,['efi'],,,,,,,
255072001,CA - Cancer of salivary gland,Cancer,,,['efi'],,,,,,,
255073006,"Malig neop oth nose,ear,sinus",Cancer,,,['efi'],,,,,,,
255074000,Malig tumour nose & PNS,Cancer,,,['efi'],,,,,,,
255075004,Malig of lateral nasal wall,Cancer,,,['efi'],,,,,,,
255077007,carcinoma of digestive organs and peritoneum,Cancer,,,['efi'],,,,,,,
255078002,"Malig tumour oeso,stom,duod",Cancer,,,['efi'],,,,,,,
255083005,Malig neop of anus unspecified,Cancer,,,['efi'],,,,,,,
255084004,Anal squamous cell carcinoma,Cancer,,,['efi'],,,,,,,
255086002,malignant neoplasm of common bile duct,Cancer,,,['efi'],,,,,,,
255087006,Malignant polyp biliary tract,Cancer,,,['efi'],,,,,,,
255088001,Malig cyst tum exocr pancreas,Cancer,,,['efi'],,,,,,,
255090000,malignant neoplasm of metacarpal bones,Cancer,,,['efi'],,,,,,,
255091001,malignant neoplasm of hand bones,Cancer,,,['efi'],,,,,,,
255101006,Sezary's disease of skin,Cancer,,,['efi'],,,,,,,
255102004,Intravascular lymphomatosis,Cancer,,,['efi'],,,,,,,
255108000,Carcinoma of bladder,Cancer,,,['efi'],,,,,,,
255109008,TCC-Transition cell ca bladder,Cancer,,,['efi'],,,,,,,
255110003,Adenocarcinoma of bladder,Cancer,,,['efi'],,,,,,,
255111004,Squamous cell ca of bladder,Cancer,,,['efi'],,,,,,,
255112006,Mal tum pituitary+hypothalamus,Cancer,,,['efi'],,,,,,,
255114007,Kaposi's sarcoma conjunctiva,Cancer,,,['efi'],,,,,,,
255115008,Kaposi's sarcoma of cornea,Cancer,,,['efi'],,,,,,,
255118005,Secondary lymphangit carcinoma,Cancer,,,['efi'],,,,,,,
255119002,Lymphangitis carcinomatosa,Cancer,,,['efi'],,,,,,,
255121007,Carcinomatosis peritonei,Cancer,,,['efi'],,,,,,,
255123005,Metastas to nervous system+eye,Cancer,,,['efi'],,,,,,,
255124004,Metastasis to peripheral nerve,Cancer,,,['efi'],,,,,,,
255127006,Local tumour spread,Cancer,,,['efi'],,,,,,,
255128001,Malig infiltr peripheral nerve,Cancer,,,['efi'],,,,,,,
255129009,Mal infilt periph nerve plexus,Cancer,,,['efi'],,,,,,,
25910003,[m]papillary carcinoma nos,Cancer,,,['efi'],,,,,,,
26211003,[m]juxtacortical chondrosarcoma,Cancer,,,['efi'],,,,,,,
26888009,"[m]odontogenic tumour, malignant",Cancer,,,['efi'],,,,,,,
269456006,carcinoma of digestive organs and peritoneum,Cancer,,,['efi'],,,,,,,
269463006,Malig neop middle ear NOS,Cancer,,,['efi'],,,,,,,
269467007,Malig neop metacarpal bones,Cancer,,,['efi'],,,,,,,
269469005,malignant neoplasm of connective and other soft tissue,Cancer,,,['efi'],,,,,,,
269473008,Secondary ca - resp/GIT syst,Cancer,,,['efi'],,,,,,,
269475001,Malig neop lympha/haemo tiss,Cancer,,,['efi'],,,,,,,
269497004,cystosarcoma phyllodes,Cancer,,,['efi'],,,,,,,
269533000,Carcinoma of colon,Cancer,,,['efi'],,,,,,,
269544008,Ca rectosigmoid junction,Cancer,,,['efi'],,,,,,,
269581007,Malignant melanoma lower limb,Cancer,,,['efi'],,,,,,,
269616004,Secondary nodes - axilla/arm,Cancer,,,['efi'],,,,,,,
269617008,Secondary nodes - inguinal/leg,Cancer,,,['efi'],,,,,,,
27090000,[m]transitional cell carcinoma nos,Cancer,,,['efi'],,,,,,,
27092008,[m]ameloblastic fibrosarcoma,Cancer,,,['efi'],,,,,,,
271467005,sarcoma of bone and connective tissue,Cancer,,,['efi'],,,,,,,
271468000,Carcinoma genitourinary organ,Cancer,,,['efi'],,,,,,,
271943005,Carcinoma of base of tongue,Cancer,,,['efi'],,,,,,,
2735009,"[m]papillary cystadenocarcinoma, nos",Cancer,,,['efi'],,,,,,,
274084007,Mouth carcinoma,Cancer,,,['efi'],,,,,,,
274085008,Carcinoma oro/naso/hypopharynx,Cancer,,,['efi'],,,,,,,
274087000,Ca eye,Cancer,,,['efi'],,,,,,,
274088005,secondary malignant neoplasm of unknown site,Cancer,,,['efi'],,,,,,,
274902006,Hepatocholangiocarcinoma,Cancer,,,['efi'],,,,,,,
274905008,Mantle zone lymphoma,Cancer,,,['efi'],,,,,,,
275266006,Metastasis to digestive organs,Cancer,,,['efi'],,,,,,,
275394001,Ca ventral surface of tongue,Cancer,,,['efi'],,,,,,,
275395000,Ca anterior 2/3 tongue ventrm,Cancer,,,['efi'],,,,,,,
275396004,Ca anterior 2/3 tongue dorsum,Cancer,,,['efi'],,,,,,,
275397008,Carcinoma of midline of tongue,Cancer,,,['efi'],,,,,,,
275399006,"Malig neop lip, unsp, lipstick",Cancer,,,['efi'],,,,,,,
275419009,primary vulval cancer,Cancer,,,['efi'],,,,,,,
275490009,Ca tongue base dorsal surface,Cancer,,,['efi'],,,,,,,
276419004,Malig tumour corpus spongiosum,Cancer,,,['efi'],,,,,,,
276420005,Malig tumour corpus cavernosum,Cancer,,,['efi'],,,,,,,
276751004,Amelanotic malign melanom skin,Cancer,,,['efi'],,,,,,,
276799004,dermatofibrosarcoma protuberans,Cancer,,,['efi'],,,,,,,
276803003,Adenocarcinoma of oesophagus,Cancer,,,['efi'],,,,,,,
276804009,SCC-Squam cell carcinom oesoph,Cancer,,,['efi'],,,,,,,
276809004,EGC - Early gastric cancer,Cancer,,,['efi'],,,,,,,
276810009,LGC - Late gastric cancer,Cancer,,,['efi'],,,,,,,
276811008,Lymphoma of stomach,Cancer,,,['efi'],,,,,,,
276815004,Intestinal lymphoma,Cancer,,,['efi'],,,,,,,
276821000,Malignant melanoma of anus,Cancer,,,['efi'],,,,,,,
276822007,Malignant melanoma of rectum,Cancer,,,['efi'],,,,,,,
276826005,Malignant glioma of brain,Cancer,,,['efi'],,,,,,,
276828006,Glioblastoma multiforme-brain,Cancer,,,['efi'],,,,,,,
276860003,Squam cell carcinoma scrotum,Cancer,,,['efi'],,,,,,,
276870001,Carcinoma of fallopian tube,Cancer,,,['efi'],,,,,,,
276876007,Carcinoma of Bartholin's gland,Cancer,,,['efi'],,,,,,,
276952000,SCC-Squam cell carcinom tongue,Cancer,,,['efi'],,,,,,,
276953005,Squamous cell carcinom gingiva,Cancer,,,['efi'],,,,,,,
276954004,SCC-Squm cell carc floor mouth,Cancer,,,['efi'],,,,,,,
276962007,SCC-Squam cell carcinom palate,Cancer,,,['efi'],,,,,,,
276975007,Laryngeal carcinoma,Cancer,,,['efi'],,,,,,,
277156006,malignant neoplasm of pinna nec,Cancer,,,['efi'],,,,,,,
277461004,Anaplastic astrocytoma brain,Cancer,,,['efi'],,,,,,,
277466009,Lymphoproliferative disorder,Cancer,,,['efi'],,,,,,,
277473004,Chron lymphoc leuk B-cell type,Cancer,,,['efi'],,,,,,,
277474005,B-CLL - B-cell ch lym leuk var,Cancer,,,['efi'],,,,,,,
277543005,Malig whit blood cell disorder,Cancer,,,['efi'],,,,,,,
277545003,TCLL - T-cell chron lymph leuk,Cancer,,,['efi'],,,,,,,
277549009,CLL/PLL-Chr lym prolym leu syn,Cancer,,,['efi'],,,,,,,
277550009,Richter's syndrome,Cancer,,,['efi'],,,,,,,
277551008,Splen lymphom with vill lympho,Cancer,,,['efi'],,,,,,,
277567002,Prolymphoc leukaem T-cell type,Cancer,,,['efi'],,,,,,,
277568007,Hairy cell leukaemia variant,Cancer,,,['efi'],,,,,,,
277569004,LGLL-Larg gran lympho leukaem,Cancer,,,['efi'],,,,,,,
277570003,Lymphoma with spill,Cancer,,,['efi'],,,,,,,
277571004,Mature B-cell leuk Burkitt-typ,Cancer,,,['efi'],,,,,,,
277572006,Pre B-cell acute lymphobl leuk,Cancer,,,['efi'],,,,,,,
277573001,CALL-Comm ac lymphobl leukaem,Cancer,,,['efi'],,,,,,,
277574007,Null cell acute lymphobl leuk,Cancer,,,['efi'],,,,,,,
277575008,T-cell acute lymphobl leukaem,Cancer,,,['efi'],,,,,,,
277577000,myeloma - solitary,Cancer,,,['efi'],,,,,,,
277579002,Light chain myeloma,Cancer,,,['efi'],,,,,,,
277580004,Non-secretory myeloma,Cancer,,,['efi'],,,,,,,
277587001,JCML - Juv chron myel leukaem,Cancer,,,['efi'],,,,,,,
277589003,Atypic chron myeloid leukaemia,Cancer,,,['efi'],,,,,,,
277601005,M5a - Acute monoblast leukaem,Cancer,,,['efi'],,,,,,,
